time,2016/9/4,2016/9/11,2016/9/18,2016/9/25,2016/10/2,2016/10/16,2016/10/23,2016/10/30,2016/11/6,2016/11/13,2016/11/20,2016/11/27,2016/12/4,2016/12/11,2016/12/18,2016/12/25,2017/1/1,2017/1/8,2017/1/15,2017/1/22,2017/1/29,2017/2/5,2017/2/12,2017/2/19,2017/2/26,2017/3/5,2017/3/12,2017/3/19,2017/3/26
600593.SH,,,,,,,,,4.26,,,,,,,,,,,,,,2.04,2,1.96,3.85
600592.SH,,,,,,,1.4,1.38,0.69,0.68,,,0.68,0.68,,,,,,0.67,,,,,,
600590.SH,0.8,,,2.36,3.85,1.48,,0.73,2.17,1.42,,,,1.4,,0.69,,,,,,,,,,
600589.SH,,,,1.18,1.16,1.15,,2.27,2.22,1.09,,,2.15,1.05,1.04,,,,,,,,2,0.98,0.97,
600588.SH,0.25,,,0.25,,0.25,,,0.25,,0.5,1.74,1.22,0.72,,0.24,,,0.24,,,,,0.5,0.74,0.25
600587.SH,,,,0.91,,,0.45,1.79,0.44,0.44,2.62,0.85,1.69,2.9,2.42,1.97,0.77,,0.38,1.13,0.37,,1.1,1.82,2.52,1.75
600586.SH,0.45,,,,,,0.89,,,,0.44,,,0.44,0.44,0.87,0.87,,0.86,0.43,,,,0.43,,
600585.SH,,,,,0.08,0.08,0.16,0.08,0.08,0.16,,0.16,0.08,0.08,,0.08,,,0.25,0.33,,,0.58,0.16,1.23,
600584.SH,0.43,,,0.21,,0.21,0.63,,0.42,,,,,0.21,,,,,,0.41,,,,,,0.41
600583.SH,0.12,,,,,,0.12,0.12,,,0.12,0.25,,,,0.37,0.12,,0.25,0.12,,,0.37,0.12,0.12,0.25
600582.SH,,,,,,,0.63,0.63,,,,,,,1.24,,0.61,,,,,,,,,
600581.SH,,,,,,,,,,,1.55,,,0.51,1.52,1.99,2.94,,0.98,,,,,0.98,,
600580.SH,,,,,1.25,,,,,,0.62,,,,,,,,0.61,,,,,,,0.61
600579.SH,,,,,,,,,,,,,,,,,,,,,,,,,,
600578.SH,,,,,,,0.39,,,,,,,,,,,,,1.49,,,,,,
600577.SH,,,,,,,,,,,,,,,,,,,,,,,,,,0.41
600576.SH,,,,0.78,5.43,,0.74,0.73,,,1.45,0.71,,,,,,,,5.33,,,0.67,0.66,1.32,2.6
600575.SH,,,,,,,,,0.85,0.85,,,,,,,,,,,,,0.84,,,
600573.SH,,,,,,,3.17,1.54,,,,,,,,,,,,,,,,,,
600572.SH,,,,0.28,,,,3.08,,,,,,,0.54,,0.27,,0.27,,,,,,,0.27
600571.SH,,,,,,,0.95,0.47,,,0.47,0.47,,0.47,,0.93,,,0.46,,,,,0.46,0.45,
600570.SH,1.59,,,0.21,0.41,0.2,0.61,1.01,0.4,0.2,0.4,,0.5,0.49,0.79,0.78,0.19,,0.19,0.2,,,0.48,0.38,0.67,0.28
600569.SH,1.82,,,,,,,,,,,,,,,,,,,,,,0.89,0.88,2.63,
600568.SH,0.94,,,,,,,,,,,1.82,0.89,,0.88,,0.88,,1.74,,,,,,,
600567.SH,,,,,,,,,0.28,,0.28,,0.28,,,,0.57,,,,,,,,,
600566.SH,1.01,,,0.99,,,0.49,,0.49,,1.02,0.51,,,,,0.5,,,,,,,0.5,1,
600565.SH,0.58,,,,,,,1.21,,,,,,1.19,0.59,1.17,,,0.59,1.17,,,,0.58,,
600563.SH,,,,0.42,,0.42,0.42,0.83,,0.41,,0.41,0.41,,,,,,,,,,,,0.41,
600562.SH,,,,,,,0.68,,,,,,0.68,,0.68,,2.01,,,,,,,,1.4,2.76
600561.SH,,,,,,,,,,,1.33,,,,,,1.32,,2.53,6.17,,,3.37,2.17,3.19,
600560.SH,,,,1.43,,,,,,,,,,,,,,,,,,,,,3.08,2.99
600559.SH,,,,,,,,2.99,1.44,1.42,,0.7,1.4,,,1.38,0.69,,,1.35,,,,,,
600558.SH,,,,,,1.14,0.37,,,0.37,,,,0.37,0.74,0.74,0.37,,0.37,,,,,0.37,0.37,
600557.SH,,,,,0.19,0.19,0.19,,,,0.19,0.19,,,,,,,,,,,,,,0.19
600556.SH,4.97,,,0.5,1,1.49,,0.98,,,0.48,1.44,0.47,0.95,,,,,,,,,,,,
600555.SH,,,,0.41,0.4,0.4,,,,,,,,,,,0.4,,,,,,0.4,,,
600552.SH,2.13,,,,,,,,,,,,,,,,,,,,,,,1.03,,
600551.SH,1.84,,,,,0.6,,,,1.18,,1.17,,,,,,,,,,,,,,
600550.SH,,,,,,,,,,,0.37,,0.37,,,,,,0.37,,,,0.37,,,
600549.SH,,,,,,,,0.75,,1.89,0.37,,,,,,,,,,,,1.12,0.37,1.1,0.72
600548.SH,,,,,,,,,,0.61,,1.22,,,0.61,,,,,1.08,,,,0.61,0.6,
600547.SH,0.61,,,0.3,0.3,0.74,0.59,0.59,0.58,1.31,1.15,1.56,1.26,,0.69,0.41,,,0.28,1.09,,,0.54,0.54,0.53,0.79
600546.SH,,,,0.29,0.58,0.29,0.29,0.29,,,0.29,,,,,0.29,0.29,,,0.29,,,0.28,,,
600545.SH,,,,,,,,,,,,,0.21,1.48,1.04,0.83,0.2,,0.82,,,,,1.21,1.2,
600543.SH,,,,,,,,,,,,,,1.48,,,0.73,,,,,,,,,
600540.SH,,,,1.61,1.59,1.56,,,,,,,,,,,,,,2.86,,,,,3.03,
600539.SH,,,,,1.32,,1.31,,,,,,,,,,,,,,,,,,,
600538.SH,,,,1,0.99,0.98,,0.97,0.96,,1.9,,0.93,,,,,,,,,,,,0.93,
600537.SH,0.22,,,0.22,0.44,0.22,,,,0.43,0.22,,0.44,,0.66,0.22,0.22,,,0.65,,,,,,0.43
600536.SH,,,,,0.21,,0.21,,,0.42,0.21,1.04,0.21,0.21,0.2,0.41,0.2,,0.41,1.01,,,0.4,0.2,0.2,0.2
600535.SH,,,,0.29,0.14,,0.85,0.28,0.14,0.28,0.14,0.14,0.14,,0.14,0.28,0.84,,0.28,0.27,0.14,,0.27,,0.27,0.27
600533.SH,,,,,,,,,1.03,,,,1.04,,,,,,,,,,,,,
600532.SH,,,,,,,,,,,,,,,,,,,,,,,1.79,,,
600531.SH,,,,,0.5,,2.97,,0.48,0.48,0.48,,1.42,,,,,,0.93,,,,,,1.36,0.94
600530.SH,,,,,,1.25,,,1.23,,,,,1.22,1.2,,,,2.38,,,,,,,
600529.SH,,,,,,1.02,,,,,,1.01,1,,0.99,,0.99,,,,,,,,,
600528.SH,,,,,,,0.39,0.9,1.28,0.51,1.64,0.37,0.12,0.25,0.62,0.24,0.12,,0.24,,,,0.36,0.48,0.61,0.48
600527.SH,,,,,,,0.38,1.13,,0.37,,,,,,,,,,,,,,,0.74,
600526.SH,,,,,,,,0.27,0.26,0.26,0.53,0.26,,,,,0.26,,,,,,0.26,,,0.52
600525.SH,,,,0.74,,,,,,,,,,,,,,,,,,,1.46,,,
600523.SH,,,,,,,0.96,,,,0.95,,,0.94,,,,,0.93,,,,,1.83,,
600522.SH,0.29,,,0.28,,0.56,0.56,0.56,0.28,0.28,,,0.55,0.55,,,0.55,,,,,,0.27,0.54,1.08,0.27
600521.SH,,,,,0.71,,,0.18,,0.18,0.18,0.18,0.53,0.17,,0.17,0.17,,0.35,,,,,,,
600520.SH,,,,1.05,,1.04,2.06,,,1.01,,1,1.98,,,0.97,0.98,,,,,,,,,0.95
600519.SH,0.2,,,0.31,0.24,0.27,0.03,0.24,0.24,0.1,0.13,0.07,0.37,0.27,0.17,0.03,0.13,,0.2,0.07,0.03,,0.33,0.13,0.23,0.33
600518.SH,0.44,,,0.12,0.12,0.12,0.31,0.31,0.18,0.12,0.24,,0.12,0.18,0.24,,0.12,,,,,,0.18,0.12,0.06,0.36
600517.SH,0.99,,,0.48,0.47,,,,,,,0.47,0.47,,,,,,,,,,,0.46,,0.46
600516.SH,0.47,,,,0.47,0.23,0.7,,,0.23,0.23,,0.69,0.46,0.69,,,,0.23,0.23,,,0.68,,,
600515.SH,,,,,,,,0.71,,,,0.7,,,,,,,,,,,,,,
600513.SH,1.22,,,,1.12,4.44,2.13,1.04,1.03,3.06,,0.99,,,,,2.94,,,,,,,,,
600512.SH,,,,,,1.34,0.67,0.66,1.32,,,,,,0.65,,,,,0.65,,,,,,0.64
600511.SH,,,,1.24,,,,,0.61,,,,3.05,,,,,,,,0.59,,,,,
600510.SH,,,,,1.18,0.58,,,,,,,,0.58,,,,,,,,,,,,0.58
600509.SH,0.32,,,,,,,,,,,,0.32,,0.32,,,,0.32,,,,,0.32,0.32,
600508.SH,,,,0.76,1.5,0.74,8.03,2.7,0.66,0.66,,,,5.23,,,,,,,,,,,,
600507.SH,,,,,,,,,0.52,0.51,0.51,,1.52,1,,,0.49,,,0.93,0.48,,,0.95,,
600506.SH,,,,,,,,,0.95,1.89,,,0.92,,1.82,,,,4.35,0.82,,,,,,
600505.SH,,,,,,,,,1.15,,,,,,,,,,,,1.12,,,,,
600503.SH,0.39,,,0.39,,0.39,0.78,0.19,0.19,,0.19,,,,0.19,,,,,0.41,,,0.19,0.38,0.76,0.19
600502.SH,1.03,,,0.49,,,,,,,0.49,,,0.97,,,0.48,,,,,,0.48,,,0.47
600501.SH,,,,,,,,0.86,,,,,,,0.85,,,,4.2,,,,,,1.61,3.17
600500.SH,,,,,,,0.75,,,,0.75,,0.37,1.11,0.37,,,,0.36,0.36,,,,0.7,0.35,
600499.SH,0.24,,,,,0.24,,,0.24,0.24,0.24,,0.24,0.24,,,,,,,,,,,,
600498.SH,,,,0.56,0.37,0.37,0.18,,0.37,,,,0.18,,,,,,,0.35,,,0.36,0.18,,
600497.SH,2.17,,,0.88,0.58,,0.29,1.45,,0.86,1.14,,1.93,3.25,0.79,,0.52,,,,,,0.78,0.26,,0.77
600496.SH,,,,,0.7,0.7,0.69,,,0.69,0.68,,,,1.36,,,,,,,,,,,
600495.SH,0.21,,,,,,,,,,,,,0.85,,,,,1.05,0.46,,,,0.42,0.62,0.41
600493.SH,,,,1.18,0.58,,,,,1.17,,,0.58,1.72,0.56,,,,0.56,1.06,,,,,,
600491.SH,1.31,,,,0.63,,0.62,,0.62,,,,0.62,,0.61,,,,,,,,,,1.22,
600490.SH,0.82,,,0.4,,,,,,,,,,,0.4,,0.4,,0.4,0.4,,,,,,
600489.SH,0.3,,,0.3,0.15,0.29,0.15,0.15,0.73,1.02,0.57,,0.14,0.57,0.14,,0.14,,0.28,0.42,,,0.97,0.14,0.68,0.41
600488.SH,,,,,1.33,,,,,,,,,,,,,,,,,,1.32,,,
600487.SH,2.6,,,2.82,1.1,1.62,1.06,1.05,,1.04,,,2.03,0.99,1.98,,0.49,,2.42,0.47,0.46,,7.27,2.97,1.23,2.03
600486.SH,0.26,,,,0.27,0.27,,0.27,,,0.53,,,0.26,0.26,,,,,,,,,,,0.26
600485.SH,2.14,,,0.26,0.77,0.77,1.77,1.24,1.47,1.45,0.72,,1.41,1.62,1.82,,0.9,,,,,,,,,
600483.SH,0.76,,,2.26,,0.74,,,,0.73,,,,,,,,,,,,,0.71,,1.41,
600482.SH,,,,,1.55,0.51,,,,,,,,,,,,,,,,,0.5,,,0.49
600481.SH,0.57,,,,0.28,0.28,1.11,,,0.28,,,,,,,0.27,,,0.27,,,,0.27,,
600480.SH,,,,,,0.66,,0.66,,,,,,,,,,,,4.64,,,,0.63,,
600479.SH,,,,,,,,,,,,,,,,,,,,,,,0.4,,0.4,0.4
600478.SH,,,,0.88,,,0.44,,0.44,,,,,,0.43,,,,,0.43,,,,0.43,0.43,
600477.SH,,,,2.78,0.45,0.45,,0.45,,0.45,0.45,,,1.36,0.89,,,,,,,,1.3,,0.43,
600476.SH,0.55,,,,,,,0.54,,,,,0.54,,0.54,,,,,,,,0.53,0.53,0.52,2.08
600475.SH,,,,1.54,1.56,3.13,1.52,1.49,,,,,,1.49,,,,,,,,,,,,1.37
600470.SH,0.72,,,,,0.71,,,,0.71,,,,,,,,,,1.42,,,0.69,,,
600469.SH,,,,,,,,,,,1.42,,,,,,,,,,,,,,,
600468.SH,,,,,,,,,,,,,,,,,,,,,,,,,,
600467.SH,,,,,,,,0.37,0.37,0.37,0.74,,,,,,1.08,,,,,,,,,
600466.SH,,,,0.6,,0.6,,,0.6,,,,,,0.6,,5.75,,,,,,1.04,1.03,,1.02
600463.SH,,,,,,,,,,,1.67,,,,1.64,,,,,,,,,,,1.52
600462.SH,,,,2.38,2.33,,2.27,,2.22,,,,,,,,6.38,,,,,,,2.08,,2
600461.SH,,,,,1.45,1.43,,,,,,,,,,,,,,,,,,,,
600460.SH,,,,,,,0.48,0.48,,,,,,,0.48,,,,,,,,,,,
600459.SH,0.72,,,0.35,0.7,1.38,0.34,1.36,,0.34,0.33,,,,0.33,,,,,0.74,,,,,,0.66
600458.SH,0.41,,,,,,,,,,,,,,,,,,,,,,0.41,,,0.41
600456.SH,1.07,,,,0.35,0.36,,,,,,,,,,,,,,0.71,,,,,,1.42
600455.SH,,,,,,,,,3.23,,,,,,,,,,,3.13,,,3.03,2.94,,
600452.SH,,,,,,,,,,,,,,,,,2.22,,,2.17,,,2.08,,,
600449.SH,,,,,,,,0.5,,,,,,1.06,1.58,,1.02,,,0.5,,,,0.49,,
600448.SH,,,,,,1.57,,,,1.55,0.76,,,,,,2.21,,,,,,,,,
600446.SH,,,,,,,,,,,,,,,0.26,,0.25,,,,,,,,,
600444.SH,1.35,,,,3.95,,,7.59,,2.35,2.3,,,,,,,,,2.17,,,2.11,,,0.98
600439.SH,0.39,,,,,,,,0.39,,,,,0.77,,,0.38,,,0.76,,,,0.38,,
600438.SH,1.57,,,,,,,,,0.77,,,,,0.75,,0.74,,,,,,,,,
600436.SH,,,,,0.16,,,0.16,,,0.32,,,0.5,0.17,,,,,0.31,,,,0.33,,0.5
600435.SH,,,,,,0.92,0.3,,,0.61,,,,,0.6,,0.3,,,1.18,,,0.29,1.45,,0.29
600433.SH,,,,,,,,,,,,,,,,,,,,,,,0.52,,,0.52
600432.SH,0.35,,,0.68,,,,,,,,,,,,,,,,,,,0.34,,,
600429.SH,,,,,,,,,,,2.8,,,,,,0.45,,,0.89,,,,0.44,,
600428.SH,,,,,,,0.26,,,0.26,0.52,,,,,,,,,,,,0.26,,,0.53
600426.SH,,,,0.42,,,0.43,,0.85,,,,,,,,0.42,,,1.64,,,,,,
600425.SH,,,,0.35,0.69,,0.69,,,,,,,,,,,,,0.68,,,2.67,,,
600423.SH,0.85,,,,,1.64,2.42,,0.79,,1.56,,,,0.76,,,,,5.56,,,1.45,1.43,,2.05
600422.SH,0.43,,,,,2.12,2.49,4.86,2.67,0.75,1.85,,,0.72,0.71,,0.35,,,3.16,,,1.02,1.01,,1.66
600421.SH,,,,,,,,2.27,,,,,,,,,,,,,,,,,,2
600420.SH,,,,,0.71,1.41,,,,,,,,0.69,0.69,,1.37,,,1.25,,,0.67,,,
600419.SH,,,,,1.87,,0.93,2.78,4.5,1.74,,,,,1.72,,,,,,,,,,,
600418.SH,,,,0.33,0.49,0.32,0.16,,0.16,0.32,0.8,,,0.32,0.79,,,,,,,,0.31,,,0.16
600416.SH,,,,,,,,,,,,,,0.72,1.43,,2.11,,,,,,2.7,4.61,,2.52
600415.SH,0.4,,,0.4,0.8,0.2,0.79,,,0.2,0.2,,,0.2,0.4,,0.39,,,,,,,0.2,,
600410.SH,,,,,0.17,1.19,0.51,0.34,0.5,,0.33,,,0.17,0.33,,,,,0.17,,,0.16,0.16,,
600409.SH,0.77,,,,,0.38,0.38,,0.38,,,,,,,,0.38,,,,,,0.37,0.74,,1.1
600408.SH,,,,,,,,1.22,,,,,,1.2,,,,,,,,,,,,1.18
600406.SH,0.48,,,0.16,,0.31,0.16,,0.16,,,,,,0.15,,0.15,,,,,,,,,
600405.SH,,,,0.3,,,0.3,,,0.3,,,,,,,,,,,,,,,,
600403.SH,0.6,,,,,0.59,,,,,,,,2.35,,,0.58,,,,,,,,,
600401.SH,,,,,,,,,,0.17,1.37,,,0.17,0.17,,,,,,,,0.17,,,
600400.SH,3.01,,,1.13,1.12,,,,,,1.1,,,0.54,0.54,,,,,,,,,,,0.54
600399.SH,0.78,,,,0.38,0.76,0.38,0.75,0.37,0.74,1.48,1.82,,1.42,,,,,,0.34,,,,1.36,,1.32
600398.SH,0.41,,,0.41,0.41,,,0.81,,0.4,,,,1.2,0.79,,,,,,,,,,,0.39
600397.SH,,,,,0.45,0.9,,,,0.44,,,,,0.44,,,,,,,,,,,
600396.SH,0.84,,,,,0.83,,,,,,,,,,,0.83,,,,,,,,,
600395.SH,0.4,,,0.39,,0.39,0.78,0.38,0.77,1.14,1.13,0.37,,,0.37,,,,,,,,,0.36,,
600393.SH,,,,,1.69,,,,,,,,,,,,,,,,,,,2.04,,
600392.SH,0.51,,,,,1,,,0.49,,0.99,1.95,,,,,,,,,,,,0.48,,
600391.SH,1.41,,,,,,,,,,0.69,0.34,,0.67,0.33,,,,,,,,0.33,,,
600390.SH,,,,,0.32,0.32,,,,,,,,,,,,,,,,,0.32,0.33,,0.98
600389.SH,2.3,,,0.56,1.1,,,,,,,,,,,,,,,,,,,,,
600388.SH,0.17,,,0.5,0.17,0.33,,,,0.33,0.33,0.33,,0.33,0.65,,,,0.16,,,,,0.16,,0.16
600387.SH,,,,,0.26,,,,,0.26,0.26,0.26,,0.26,,,0.51,,,0.25,,,0.51,,,
600386.SH,,,,,,,,,0.68,0.68,0.67,1.33,,1.92,0.64,,1.27,,,,,,0.63,1.25,,0.61
600385.SH,2.41,,,1.08,1.06,,,4.21,,1.01,,,,,,,,,,2.56,,,1.06,1.05,,
600383.SH,0.47,,,,,,0.7,,,,,0.47,,,,,0.24,,,,,,0.47,,,
600382.SH,,,,,,0.5,,,,,0.5,0.5,,0.5,0.99,,,,,,,,,,,
600381.SH,0.44,,,,0.43,,,0.85,0.42,2.11,1.65,0.41,,0.4,2.38,0.78,1.15,,0.38,0.75,,,0.75,0.74,0.74,0.37
600380.SH,1.06,,,0.52,1.04,1.03,1.53,0.5,0.75,0.5,0.49,0.25,,0.49,,0.24,,,0.48,,,,0.24,0.24,0.24,0.48
600379.SH,,,,,,1.47,,,1.45,1.43,2.82,,,1.27,3.75,1.2,8.43,,6.59,0.99,,,1.96,,,
600378.SH,,,,,,,1.55,,,0.77,0.76,,,0.75,,,,,,,,,,,,
600377.SH,,,,0.33,,,0.33,,,0.33,0.66,0.33,,1.63,,,,,0.32,,0.32,,,,0.96,
600376.SH,,,,,0.42,,,,,,,0.21,,,,,,,,,,,,,,
600375.SH,,,,,0.66,0.65,,1.3,3.13,0.61,,1.2,,0.59,0.58,1.16,,,0.58,1.14,,,,1.69,0.56,2.76
600373.SH,0.22,,,,0.22,,0.43,0.22,,0.43,,,,,0.21,,,,,0.46,,,0.21,0.64,,
600372.SH,,,,,0.29,,0.85,,,,,0.28,,,,,,,0.28,,,,,,,0.56
600371.SH,,,,,,,,,,0.52,,,,,,0.52,,,,,,,,,,
600370.SH,,,,,2.3,2.25,1.1,,1.09,,,1.08,,,,,,,,,,,,,,
600369.SH,0.27,,,,,0.27,0.27,,,0.27,,,0.27,,,,,,,,,,,,0.26,
600368.SH,1.91,,,,,0.62,0.62,0.61,,,,0.61,,0.61,,,0.6,,2.4,1.17,,,,,,
600367.SH,0.78,,,1.55,,,,,,1.53,0.76,,,,,0.75,1.49,,,,,,,,,
600366.SH,,,,,,,0.7,,,0.7,,0.35,0.34,0.34,0.34,0.34,0.34,,,0.68,,,,,0.34,0.34
600365.SH,,,,,1.18,,,1.16,2.3,,1.12,,,1.11,,,,,2.2,,,,,,1.08,
600363.SH,,,,,,,,,,,,,0.88,0.44,,,,,0.45,,,,,,0.45,
600362.SH,0.11,,,,,0.11,0.42,0.1,0.63,1.36,1.97,0.2,0.91,0.7,0.5,0.1,0.1,,0.69,0.1,0.19,,0.29,0.97,0.29,0.48
600361.SH,1.05,,,,,,,,,,,,1.05,,,,,,,,,,,,3.09,
600360.SH,,,,,0.6,,0.59,,,0.59,2.33,1.14,0.56,1.68,,0.55,,,,0.54,,,0.53,,1.06,
600359.SH,,,,0.65,,,,0.64,,,0.64,,,,,0.64,,,,,,,,,,
600358.SH,2.41,,,0.58,1.16,,,0.57,,,,0.57,1.13,,0.56,,,,1.11,,,,0.55,,,
600356.SH,,,,,,1.59,,,,1.56,,,,,,,,,,,1.54,,,,,
600355.SH,1.11,,,2.7,3.68,1,1.98,0.49,,,,0.49,,,,,,,,,,,,0.97,,
600354.SH,,,,,0.95,0.94,,,,,,,,,,3.72,0.45,,,,,,,,0.89,
600353.SH,18.99,,,3.19,,,2.11,2.06,4.04,,0.97,0.96,,,,0.95,2.83,,,2.04,,,1.85,0.91,,
600352.SH,,,,0.1,,,0.1,,0.05,0.1,0.05,,0.1,0.2,0.05,,0.1,,,,,,0.1,0.15,,0.2
600351.SH,1.72,,,0.42,,0.84,,,1.66,,0.41,,,,,,,,0.4,,,,,,1.61,0.79
600350.SH,,,,,0.56,,0.56,,,,,,1.67,1.09,1.08,0.53,1.07,,,,,,,0.52,,
600348.SH,,,,,,0.87,0.43,0.86,,2.55,0.41,1.65,,,,2.03,,,,,,,,0.4,0.4,0.4
600346.SH,,,,,,0.72,,,0.71,,,,,,0.71,,,,,,,,,,,
600345.SH,,,,,,,,,,,,,0.63,,,,1.26,,,,,,,,,
600343.SH,0.91,,,,,,0.3,,,0.6,,0.89,,,,,,,0.88,0.29,,,2.31,0.56,1.12,0.28
600340.SH,0.18,,,0.53,0.35,,0.17,0.87,0.34,0.52,0.34,0.68,0.17,0.51,0.17,0.34,0.17,,0.17,,,,0.5,1.16,0.49,0.65
600339.SH,,,,,,,0.78,,,0.77,,,,,,1.53,,,,,,,,0.76,,0.75
600338.SH,,,,,,,,0.62,0.61,0.61,0.61,,,,,,,,0.61,,,,,,,
600337.SH,,,,,,,,,,,,,,0.84,,0.83,2.48,,1.61,0.79,,,,0.79,,
600336.SH,,,,0.41,,,,,,,,,,,,,,,0.82,,,,,,,
600335.SH,0.41,,,0.4,0.4,,0.4,,,,,,,,,0.79,,,,,,,0.4,,,0.4
600333.SH,,,,,,,,,,,0.78,,0.77,,,,,,0.76,,,,,,0.76,0.75
600332.SH,0.06,,,0.06,0.25,0.18,0.12,0.24,0.73,0.06,0.06,0.12,0.12,,0.24,0.12,,,0.24,0.06,,,0.24,0.12,,0.12
600331.SH,,,,0.74,,,0.74,,,,,,,,,,,,,,,,,2.22,,
600330.SH,,,,,,,,,,,0.37,,,,,,,,,,,,1.85,1.09,0.36,0.36
600329.SH,0.51,,,,,,,,,0.25,,0.25,1.01,,0.25,,0.25,,0.5,,,,0.25,0.99,0.24,
600328.SH,,,,,,,0.84,,,,0.83,,0.83,0.82,,,0.81,,1.61,2.99,,,0.78,1.55,,
600327.SH,,,,,,0.61,,0.61,,0.6,,0.6,,,0.6,,0.59,,,,,,0.59,0.58,,
600326.SH,,,,0.4,,,,0.4,0.4,0.4,,,0.4,0.4,0.4,1.18,,,0.39,0.39,,,1.12,0.37,0.37,
600325.SH,1.37,,,0.33,,0.67,1.32,0.65,,,0.32,1.94,1.27,0.31,,,,,0.31,2.01,,,0.62,,,
600323.SH,0.98,,,,0.48,0.96,,,1.42,,,0.47,0.47,0.93,0.46,0.46,,,,0.94,,,0.46,0.92,0.91,0.9
600322.SH,2.06,,,,,,,,,,,,,,,,,,,,,,,,,
600321.SH,,,,,,,,,1.75,1.72,6.78,4.8,1.55,,3.82,3.68,0.71,,0.7,0.69,,,1.38,,4.76,1.95
600320.SH,,,,,,,,,,,,0.28,,,,,,,,,,,0.28,,0.28,
600319.SH,,,,,,,,,,,,,,,,,,,1.39,,,,1.35,,,5.33
600318.SH,,,,1.4,2.76,,,2.01,0.66,,,,,,,,1.96,,0.64,,,,,0.63,0.63,
600317.SH,,,,,,,,,,,,,,,,,,,,,,,0.26,,,0.26
600316.SH,,,,,,,,,,,,,0.22,0.22,0.22,,,,,0.45,,,,,0.22,
600315.SH,0.24,,,0.31,0.47,0.23,0.16,0.31,0.54,0.08,0.39,0.39,0.31,0.15,0.46,,0.08,,0.46,0.08,,,0.3,0.3,0.15,0.07
600313.SH,,,,,,,,0.84,,,,,,,,,,,0.41,,,,,,,0.41
600312.SH,1.3,,,0.62,1.53,1.2,0.59,1.03,0.88,,0.14,0.14,0.14,,0.43,0.14,,,0.14,0.14,,,0.14,0.14,0.57,0.43
600311.SH,,,,,,,,,,0.49,0.49,,0.48,,,0.48,0.48,,0.48,,,,0.48,,2.37,
600310.SH,1.19,,,5.14,1.09,,,,,,,,,,0.54,,1.63,,0.53,,,,,,,
600309.SH,0.28,,,0.38,0.19,0.93,0.28,0.18,0.37,0.18,0.27,0.18,0.09,0.09,,0.09,,,0.18,0.09,,,0.54,0.54,0.89,0.35
600308.SH,,,,0.86,0.85,1.69,0.83,,,,,,,,,,,,0.83,,,,1.64,3.23,3.91,
600307.SH,,,,,,,0.24,,,,,,0.24,0.24,,,,,,,,,0.48,0.48,,
600306.SH,,,,,,,,,2.11,3.09,2,,1.96,,,0.96,1.9,,1.79,3.85,,,,0.85,,
600305.SH,,,,,,,,,0.62,,1.23,,,0.61,0.61,,,,0.61,0.61,,,,,,0.6
600303.SH,1.91,,,,,,1.27,,2.52,0.61,1.23,,,0.61,,,,,,,,,1.19,2.94,,
600302.SH,,,,,1.16,,1.15,,,,,,,,,,1.14,,4.4,4.21,,,1.01,1,,1.98
600301.SH,,,,,,,,,,,,,,,,,1.11,,0.55,1.04,,,,,,1.62
600300.SH,,,,,,0.37,,,1.11,2.55,1.07,,0.35,,,,,,,,,,,,,
600299.SH,,,,,,2.14,1.4,,1.39,0.68,,,,,1.37,,,,,1.33,,,0.67,0.67,,
600298.SH,,,,0.23,,0.12,0.12,0.46,,0.23,0.23,,0.12,,0.12,,0.12,,,,,,0.12,0.23,0.46,
600297.SH,1.77,,,,,,1.89,0.93,,0.92,,,,,,,,,0.91,3.57,,,1.77,0.87,1.72,
600295.SH,,,,0.76,,0.75,,,,,,,0.75,0.74,,,,,,,,,0.74,1.46,,
600293.SH,,,,,,,,,,1.54,,,,,,,,,,,,,,,,
600292.SH,2.52,,,0.31,,,,,,,,0.31,0.62,,,,,,,,,,,,,
600291.SH,0.28,,,,0.28,,0.28,,,0.28,,,,,0.83,0.27,,,0.27,,0.27,,0.27,1.08,1.34,
600290.SH,,,,1,,0.99,6.86,0.92,,,,,,,,,,,0.91,2,,,0.89,0.88,0.88,0.87
600289.SH,0.33,,,0.32,0.32,0.32,,,,,,,,,,,,,,,,,,,,
600288.SH,,,,,,0.35,,,,3.11,2.69,1.31,0.32,0.32,,,,,0.33,,0.32,,,,0.32,0.32
600287.SH,0.98,,,,,,,,,0.49,0.48,,,,,,,,,,,,,,,
600285.SH,0.6,,,0.59,,,0.58,,,0.58,,,,0.58,1.15,0.57,,,,,,,,,,
600284.SH,,,,,,,0.54,,0.27,0.27,,,,,,,,,,0.27,,,,0.27,,
600283.SH,,,,0.47,,,0.46,,,,,,,0.46,,,,,0.91,2.7,,,,,,
600282.SH,,,,0.53,,0.53,0.52,0.52,,,,,0.52,,,,0.52,,,1.22,0.5,,0.5,,,
600281.SH,,,,,,,2.22,,2.17,,,,1.06,,,,1.05,,,,,,,2.08,1.02,1.01
600280.SH,,,,,0.78,,,,,,3.33,0.25,0.25,0.5,,,,,,,,,,0.25,,
600279.SH,0.64,,,0.63,,,,,,,0.63,,,,,,1.24,,,0.61,,,,,,
600278.SH,,,,,,,,0.64,,0.63,0.63,2.5,0.61,0.61,,0.6,1.2,,,,,,1.18,1.16,,
600277.SH,0.76,,,,0.74,0.37,0.37,0.37,,,0.73,0.36,,,,0.36,,,,,,,,0.36,1.06,0.35
