time,2016/9/4,2016/9/11,2016/9/18,2016/9/25,2016/10/2,2016/10/16,2016/10/23,2016/10/30,2016/11/6,2016/11/13,2016/11/20,2016/11/27,2016/12/4,2016/12/11,2016/12/18,2016/12/25,2017/1/1,2017/1/8,2017/1/15,2017/1/22,2017/1/29,2017/2/5,2017/2/12,2017/2/19,2017/2/26,2017/3/5,2017/3/12,2017/3/19,2017/3/26
300351.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,
300350.SZ,,,,,,,,,,,0.81,0.8,,,,,,,,1.59,,,,,,
300349.SZ,1.82,,,,,,,,0.82,,,,,,0.81,0.81,,,,,,,,,,
300348.SZ,3.85,,,,,,,,2.41,,2.35,,1.15,1.14,,,,,1.12,1.11,,,2.2,,,
300347.SZ,,,,0.33,0.33,0.32,,,0.32,,0.65,,,,,,,,,,,,,,,
300346.SZ,0.97,,,,,,,,0.94,,,0.93,,,,,,,,,,,0.93,,,
300345.SZ,,,,,,,,1.33,,,1.32,1.3,2.56,,1.25,1.23,,,,,,,6.17,2.33,1.14,
300344.SZ,,,,1.18,,1.16,,,,,,,,,,,,,,,,,,,,
300343.SZ,,,,,0.96,,,,,,,,0.96,,,,0.95,,,1.82,,,1.87,0.92,1.82,
300342.SZ,,,,,,,,,,,,,,,,,,,,,,,0.94,,,
300341.SZ,,,,,,,,,,,,,,1.43,,1.41,,,,,,,,2.9,1.41,
300340.SZ,,,,1.11,,,1.1,2.22,,2.17,,1.06,3.16,,2.04,4,,,,,,,0.95,,,
300339.SZ,,,,,0.62,,,,,0.31,,,,,,,,,,,,,,0.31,,
300338.SZ,2.38,,,,1.09,,1.08,,2.13,,,,,,,,,,,,,,,,,
300337.SZ,,,,,,,,0.64,,,,,0.64,,,,,,,1.3,,,,,,
300336.SZ,0.7,,,,,0.67,,,,,,1.32,0.65,,0.65,,,,2.56,0.63,,,1.24,1.23,,
300335.SZ,,,,,,,0.96,0.95,,,,,,,,,,,,,,,0.94,,,
300334.SZ,,,,,,,,,0.65,,0.64,,,,,,,,,,,,0.64,,0.63,1.26
300333.SZ,,,,,0.5,,,,,,,,,,,0.5,0.5,,0.5,,,,,,,
300332.SZ,,,,,,,,,,,,,,,,,,,,,,,0.49,,,
300331.SZ,0.96,,,0.46,0.92,1.37,0.9,,,0.44,1.33,0.44,,,0.88,,,,0.43,1.26,,,0.82,,0.41,0.81
300330.SZ,,,,,1.82,,1.79,5.26,,1.67,,,,1.64,3.23,,,,,,,,,1.52,1.49,4.41
300329.SZ,,,,,,,0.31,,0.31,0.31,0.31,0.31,0.61,,,,,,,,,,,,,
300328.SZ,2,,,,,0.98,0.97,,,,,,,,0.96,,,,,,,,,,,
300327.SZ,,,,0.32,,,,,0.65,0.65,2.88,0.31,0.62,0.31,,0.31,,,0.3,0.6,,,0.3,,,0.3
300326.SZ,,,,,,,,,0.7,1.4,0.69,0.68,,,0.68,,,,,,,,,,,
300325.SZ,,,,10,1.82,,,,,,,,,,,,,,1.79,,,,,,,
300324.SZ,,,,,,,,,,,,,,,1.28,,,,,,,,,,,2.53
300323.SZ,,,,,,,,,,,,,,,,,,,,,,,,2.25,1.1,1.09
300322.SZ,1.18,,,,0.77,,,,,,,,0.38,0.38,0.38,,,,,,,,,,,
300321.SZ,,,,,,,1.64,,,,,1.61,,,,,,,,,,,4.76,1.52,5.97,1.41
300320.SZ,,,,,,,,,,1.43,,,,,,,1.45,,,,,,,,,2.86
300319.SZ,2.08,,,8,,1.85,,,,,,,,,,,,,,,,,,,,
300318.SZ,0.56,,,,,,,0.55,0.55,,,,,,0.55,,,,,,,,0.55,,,
300317.SZ,,,,,,,1.01,,1,0.99,,,,,,2.94,,,,,,,,,,
300316.SZ,0.76,,,1.48,,,,1.46,,,,,,,,,0.72,,0.71,,,,,,,
300315.SZ,0.08,,,,,0.15,0.69,0.45,0.15,,1.66,0.15,0.6,0.45,0.52,0.15,,,,,,,0.07,,0.07,
300314.SZ,0.52,,,,,0.5,,,0.5,,1.01,,,,,0.5,,,,,,,,,,0.5
300313.SZ,,,,,,1.92,,,1.89,,1.85,,1.82,,1.79,,,,,,,,1.75,1.72,,
300312.SZ,,,,,1.23,1.22,,0.6,,,0.6,0.6,0.59,,0.59,,,,,,,,,,,
300311.SZ,,,,,,,,,,,,,,,,,,,,0.93,,,2.68,,1.75,4.31
300310.SZ,,,,,,,,,0.81,0.81,,0.8,1.59,,,,,,,,,,,,,2.34
300309.SZ,0.88,,,,,,0.87,1.72,3.39,,1.64,2.42,2.36,0.77,,,0.76,,2.27,0.74,,,,,,
300308.SZ,,,,,,,9.76,13.33,5.88,,,3.77,,,1.82,1.79,,,,,,,,3.51,,
300307.SZ,,,,,,,0.62,1.23,,,,0.61,,,,,,,,,,,,,,
300306.SZ,,,,,,,1.64,1.61,3.17,,1.54,,1.54,,1.52,,,,,,,,,,,
300305.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,
300304.SZ,,,,,,,,,,,,,5.6,6.06,3.57,2.07,0.68,,1.97,1.22,,,3.85,0.62,6.13,3.47
300303.SZ,,,,,,,1.4,,,,0.69,,,0.68,,,,,,,,,0.68,,,
300302.SZ,,,,0.88,,,0.88,,,,,,1.74,,1.71,,0.84,,,,,,,,,0.83
300301.SZ,,,,,,,,,,,,3.7,2.38,,,2.33,,,1.14,,,,,,,
300300.SZ,,,,,,,,,,,,1.36,,,,,,,,,,,,1.35,,2.68
300299.SZ,,,,2.6,5.06,2.41,,1.18,1.16,1.15,,,,1.14,1.12,,1.11,,,,,,,,2.17,6.38
300298.SZ,,,,1.64,,,,,,,,,,0.54,,0.54,,,,,,,,,,
300297.SZ,0.57,,,,,,,,,,,,,,,,,,,,,,,,,
300296.SZ,,,,,1.17,,,,,1.16,,,,0.57,1.14,0.56,1.68,,,,,,0.54,,1.08,
300295.SZ,1.01,,,,,,,,1,7.92,2.75,3.57,0.86,,4.27,0.82,,,,,,,0.81,,,0.81
300294.SZ,,,,0.94,1.4,,2.29,0.45,0.45,,0.45,0.45,,0.89,0.88,1.31,0.43,,,,,,,,0.86,0.43
300293.SZ,,,,,,,,,,,,0.3,,,,,,,,,,,,,,0.91
300292.SZ,0.88,,,1.72,,1.72,1.69,1.67,3.28,,0.79,,,,,,,,,,,,1.57,0.78,0.77,
300291.SZ,,,,,0.6,,,,,,,,0.59,,,,,,,,,,0.59,,,
300290.SZ,,,,,,,,,,,,,,,1.15,,,,,,,,,,,
300289.SZ,,,,,0.79,,,,0.39,,,,,,,,,,,,,,,0.39,,
300288.SZ,0.81,,,0.8,,,,,,0.79,,,0.79,,,,,,,,,,,,,2.34
300287.SZ,3.42,,,,0.66,,,5.88,1.23,1.83,,,,1.8,0.59,,,,0.58,,,,,,,
300286.SZ,,,,,,,,,0.83,,0.83,0.82,,,0.81,,,,,,,,,,,
300285.SZ,,,,0.93,,2.78,,,,,,,,,,1.8,,,,,,,,,0.88,
300284.SZ,,,,,,,,,,,,,0.69,,,0.69,,,0.68,,,,,,,
300283.SZ,3.23,,,,,6.25,,,,,,,,,,,,,,,,,,,,
300282.SZ,,,,,,,,,1.28,,,,,,,,,,,,,,,,,
300281.SZ,,,,,,,,,,,,,,,,,,,1.89,,,,,,,
300280.SZ,,,,1.59,1.56,,1.54,,1.52,,1.49,,,,,,1.47,,,,,,,,,
300279.SZ,0.67,,,0.67,,,,,,,,,,,,,,,,,,,,,,
300278.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,
300277.SZ,1.43,,,,,,,,,,1.41,1.39,,,,,,,,,,,,,,
300276.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,
300275.SZ,,,,,,,,,0.65,0.64,,,,,,0.64,0.63,,,0.63,,,,1.24,0.61,
300274.SZ,,,,,0.35,0.34,0.69,,0.34,,1.71,,,0.34,1.01,,,,0.33,0.33,,,,,,
300273.SZ,0.37,,,,,,,,,,,,,,,,0.38,,,0.13,,,,,,0.25
300272.SZ,0.39,,,,,0.39,,0.78,,,1.16,,1.92,,0.38,,0.77,,,,,,,,0.37,0.74
300271.SZ,,,,,,0.94,,3.74,0.9,,,,,,,,,,,,,,,,,
300270.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,
300269.SZ,,,,,,,,,,,,,,1.82,,0.89,,,0.88,,,,,,,0.9
300268.SZ,3.03,,,2.78,,2.7,2.63,,2.56,2.5,,,,,9.76,8.89,12.24,,,,,,3.39,,1.64,4.84
300267.SZ,1.82,,,1.71,,0.84,0.83,0.83,2.46,0.8,1.6,,,1.57,6.2,2.19,,,0.71,0.7,,,0.69,5.52,0.65,0.65
300266.SZ,,,,,,,,,,,,,,1.92,,,,,,,,,,,,
300265.SZ,8.11,,,,,,,,,,,,,,,,,,,,,,,,2.44,2.38
300264.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,
300263.SZ,,,,,,,1.02,,,,,,,,,,,,,,,,,,,
300262.SZ,,,,1.77,3.45,,,,0.83,0.83,0.82,,,,0.81,,,,,,,,,,,0.8
300261.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,
300260.SZ,,,,,5.08,1.61,1.59,,3.13,1.52,2.99,,,1.52,,,1.49,,,,,,2.94,,,
300259.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,
300258.SZ,,,,,,,0.83,,,,,,,,,,,,,,,,,,0.83,
300257.SZ,,,,,,,,,,,,,,,,,,,0.68,1.32,,,,,,
300256.SZ,0.49,,,,,0.96,0.47,0.47,0.47,1.4,,,,0.46,,,,,,,,,0.46,,,
300255.SZ,,,,,,,,0.91,,,,0.9,,,,,,,,,,,,,,
300254.SZ,,,,,,,,,,,,,0.81,,0.81,,,,,,,,,,,
300253.SZ,0.97,,,0.32,,0.32,,,,,0.96,0.32,,0.32,0.63,0.63,,,,0.62,,,,0.31,,
300252.SZ,,,,,,1.79,,,,,,,,,3.51,,,,,,,,1.75,,,
300251.SZ,,,,0.24,0.08,0.24,0.16,,,,0.55,0.16,0.16,0.24,0.55,0.16,0.31,,0.23,0.46,,,0.23,0.23,0.31,0.08
300250.SZ,,,,,3.64,,,,1.72,1.69,1.67,1.64,4.84,6.15,,1.45,1.43,,,1.35,,,1.33,,,1.32
300249.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,
300248.SZ,,,,,,,,,0.53,,,0.53,,,0.53,1.05,1.56,,0.51,0.51,,,,,,
300247.SZ,2.1,,,,,0.69,0.69,,,,0.68,,0.69,,,,,,,,,,,,0.69,
300246.SZ,3.08,,,1.63,2.81,0.78,,0.39,0.39,1.16,0.38,0.38,,,0.76,,0.75,,,0.71,,,1.84,0.72,0.36,0.71
300245.SZ,0.44,,,,,,,,,0.43,0.43,0.86,0.43,,,0.43,0.42,,,,,,,,,
300244.SZ,0.28,,,0.55,0.28,0.55,1.09,0.54,,0.54,,,1.08,0.8,1.59,0.26,0.52,,,,,,0.26,,0.26,0.26
300243.SZ,,,,,,,,,,,,,,,,,,,,,,,2.7,,,
300242.SZ,13.64,,,,,,,2.13,10.42,3.77,,3.64,1.75,1.72,1.69,,,,1.67,,,,,1.64,,
300241.SZ,,,,,,,1.35,,,1.33,,1.32,,,,,,,,,,,,,,
300240.SZ,,,,,,,,3.39,3.28,4.76,,,,,,,,,,,,,,,,4.55
300239.SZ,,,,,,,,0.92,,0.91,,,,,,,,,,,,,,,,0.9
300238.SZ,,,,,0.3,,,0.6,0.3,,,0.29,0.29,1.17,0.29,,0.29,,,0.29,,,0.57,,0.29,1.14
300237.SZ,14.29,,,2.38,1.16,2.3,1.12,4.44,1.06,,,5.26,2,,,,1.96,,,,,,,,0.96,
300236.SZ,1.42,,,,,,0.7,0.69,,,,,,,,,,,,,,,,,0.69,0.68
300235.SZ,,,,,,,,0.57,,,,,,,,,,,,,,,,0.57,0.57,
300234.SZ,,,,,,,,,,,,,1.14,1.12,1.11,,,,,1.1,,,1.09,,,
300233.SZ,1.79,,,,,1.72,,,1.69,,1.67,3.33,,1.61,,,1.59,,,,,,,,,
300232.SZ,,,,,,,0.94,,,,,,,,,,,,,,,,,,,
300231.SZ,2.1,,,1.32,,0.65,3.87,0.62,0.62,,1.84,0.6,1.2,,2.96,,,,,3.9,,,,,0.57,
300230.SZ,,,,,,,,,2.17,,2.13,,,,,,,,,,,,,,,
300229.SZ,,,,,,,,,,,,,,,,,0.38,,,,,,,,,
300228.SZ,,,,,,0.21,,,,,0.21,,,,0.21,,,,,,,,,,0.21,
300227.SZ,,,,,,0.59,2.92,1.14,1.12,0.56,2.21,0.54,,1.61,1.59,0.52,1.55,,,,,,,,,
300226.SZ,,,,,,0.4,,0.81,,0.4,,0.4,,,0.4,,,,,,,,0.4,,,
300225.SZ,,,,,,,,1.33,2.63,,,1.28,,1.27,,,,,1.27,,,,1.25,1.23,,
300224.SZ,1.03,,,,,,,,,,,,,,,,,,,,,,,,,
300223.SZ,,,,,,,,,,0.22,0.22,,,,,,,,,,,,,,,
300222.SZ,2.11,,,,0.66,2.63,3.85,2.47,0.6,,3.59,1.73,,,1.14,1.12,1.67,,0.54,,,,0.53,0.53,,0.53
300221.SZ,2.5,,,0.81,4.84,3.85,1.48,0.73,3.62,2.1,2.05,,0.67,,,,,,,,,,1.96,,0.65,
300220.SZ,0.58,,,,,0.57,,0.57,1.14,,0.56,,,,,,,,,,,,,,,
300219.SZ,,,,,,,,,,,,,,,,,0.6,,,,,,,,0.6,0.6
300218.SZ,1.32,,,10,,,1.14,1.12,,,,,1.11,,1.1,1.09,1.08,,,,,,,2.15,,
300217.SZ,,,,,,,,,,1.2,,,1.19,1.18,,,,,,,,,1.16,,,
300216.SZ,,,,,,,,0.25,,0.25,0.25,,0.25,0.25,,,,,,,,,0.25,,,
300215.SZ,0.75,,,1.49,2.2,,0.72,,,0.36,0.35,,,,0.35,,0.35,,,,,,,,,1.06
300214.SZ,,,,,,1.25,,,,,,,,,,1.27,,,,,,,,1.28,,
300213.SZ,,,,,0.67,,,,,,,,,,,,,,,,,,,,,
300212.SZ,1.17,,,1.14,,1.13,1.68,0.55,,,,,,,,,,,,,,,,,,
300211.SZ,,,,,2.04,,,,,2,,1.96,,1.92,,,,,,,,,,,,
300210.SZ,,,,,5.56,7.02,13.11,,,,,,,,1.45,,,,,,,,,,,
300209.SZ,,,,0.98,,,,,0.97,,,5.77,,,,,,,,0.91,,,,,,
300208.SZ,0.23,,,0.46,1.36,1.12,1.11,1.31,1.3,0.85,4.24,2.04,1.01,0.6,0.79,1.18,1.56,,0.57,1.86,,,0.37,0.19,0.19,0.92
300207.SZ,,,,,0.36,1.46,1.8,0.71,1.05,0.35,0.35,,,0.35,,,,,,,,,0.69,0.69,0.34,0.34
300206.SZ,,,,,,,,0.28,,,,0.28,,,,,,,0.27,,,,,,,
300205.SZ,4.05,,,,,,,,,,,,,,,0.85,,,0.42,,,,,,,0.42
300204.SZ,0.26,,,,,0.26,0.25,,,0.25,,,,,,0.25,,,,0.25,,,,,0.25,0.25
300203.SZ,1.08,,,,0.53,,,0.53,,,,,,,,,0.53,,,,,,,,0.52,
300202.SZ,,,,1.64,,0.81,2.4,,0.78,,0.78,1.54,,,0.76,,,,,,,,0.76,,0.76,
300201.SZ,0.57,,,,,,,,,,,,,,,,,,,,,,,,,
300200.SZ,,,,,,,,,,,,,,,0.74,,,,,,,,,,,
300199.SZ,,,,,0.5,,0.5,0.99,,0.49,,,,0.49,,,,,0.48,2.13,,,,0.95,,
300198.SZ,1.03,,,0.94,3.74,1.8,0.88,1.75,,1.72,0.85,0.84,,,,,0.83,,,,,,,,,
300197.SZ,,,,1.04,1.55,0.51,,0.51,,,,,,0.52,0.52,,0.51,,,,,,,0.51,,
300196.SZ,2.22,,,1.03,,1.02,2.02,,1.98,,0.97,0.96,0.95,,0.94,,,,0.93,0.92,,,,,,0.91
300195.SZ,1.61,,,,,,0.79,,,,,,0.78,,0.78,1.54,,,,,,,,,,
300194.SZ,,,,,,2.17,,2.13,,,,,,,,,,,,4.17,,,,,,
300193.SZ,1.36,,,0.66,,,,,1.97,,0.65,,,,,,,,,,,,,,,
300192.SZ,0.83,,,,2.44,,,0.79,,,0.79,1.56,,,,,,,,,,,,1.55,,
300191.SZ,,,,0.35,0.35,,,1.38,0.34,0.68,,0.68,,0.34,,,,,,,,,,0.34,,
300190.SZ,,,,,,,,0.37,,,,,1.48,1.09,,,,,,,,,,,,
300189.SZ,,,,0.72,,,,,0.71,,2.14,0.7,0.7,,,,,,,,,,,,,1.41
300188.SZ,0.43,,,0.43,0.85,,0.42,0.42,,,,,,0.42,,,,,,,,,,,,0.42
300187.SZ,,,,,1.5,,,,,,,,,,,,,,,,,,0.74,0.73,,0.75
300185.SZ,3.97,,,,,,1.89,0.62,0.62,0.61,1.22,,,,,,,,,,,,,,0.6,
300184.SZ,,,,2.53,2.47,6.02,,1.14,,,,1.14,,,,,,,,2.38,,,1.09,,,1.08
300183.SZ,,,,,,,,0.37,,,,,0.36,,,,,,,,,,,0.73,0.36,
300182.SZ,1.42,,,0.69,,,,,0.68,,0.68,0.68,0.67,1.33,1.32,0.65,1.94,,1.89,1.2,,,0.61,1.21,,1.2
300181.SZ,,,,,,0.55,0.55,,,,,,,,0.54,,,,,,,,,0.54,,0.54
300180.SZ,,,,,,,,,,,1.54,4.62,,1.47,2.9,1.41,,,,,,,,,,
300179.SZ,,,,,,,,,,,,,,,,,,,,,,,1.61,,,
300178.SZ,1.25,,,0.31,,0.61,0.3,0.3,,0.6,,0.3,,,,0.3,,,0.3,,,,,,0.3,
300177.SZ,,,,0.56,,1.12,,,1.67,,,,,,,,0.55,,1.08,,,,,,0.53,
300176.SZ,,,,,,,,5.36,5.08,4.84,3.08,,,1.49,1.47,,,,1.43,,,,2.82,6.85,,2.56
300175.SZ,1.17,,,1.73,,0.57,,,0.56,1.69,,,1.1,1.09,,2.16,,,2.04,,,,,,,
300174.SZ,,,,1.64,,,,,4.84,4.62,,,2.94,,,,,,,,,,,,,2.86
300173.SZ,,,,,,,,,,,1.87,0.92,,,,,,,,,,,,,,
300172.SZ,,,,,,,,1.18,,,,,0.58,,,,,,1.72,,,,1.13,0.56,,0.56
300171.SZ,,,,,,,,,0.32,,,,0.32,,0.32,,,,,,,,,,0.32,
300170.SZ,,,,0.2,,,0.2,,,0.2,,,0.2,,,,,,0.2,0.36,,,,,0.2,0.2
300169.SZ,,,,,,,,,,,,,3.39,,,6.67,1.56,,,,,,,,3.08,
300168.SZ,1.48,,,0.57,1.14,,0.56,0.28,1.12,0.56,1.39,0.27,0.54,0.54,1.08,0.53,0.53,,0.26,0.26,,,,,1.05,0.52
300167.SZ,1.23,,,,,1.2,,1.2,1.19,1.18,,1.16,,,,,,,1.15,,,,,,,3.41
300166.SZ,,,,0.65,,0.65,2.58,,,,,,,,,0.63,0.63,,0.62,,,,,0.62,1.23,
300165.SZ,,,,0.86,0.85,,,,,,,,,,,,,,,,,,,,,1.71
300164.SZ,,,,,,2.82,,2.74,2.67,,,,6.49,1.22,8.43,2.22,6.52,,1.96,5.77,,,3.54,1.71,2.52,
300163.SZ,,,,,,,,0.88,,,,,,,,,,,,,,,0.86,,,
300162.SZ,,,,,,,,,,,,,,,,0.62,,,,,,,0.61,,,1.83
300161.SZ,,,,,,,,2.19,0.71,,,0.71,0.7,,,0.7,,,,0.69,,,0.69,0.68,1.36,0.67
300160.SZ,,,,0.97,2.88,,,,,,1.89,,,,0.93,0.92,0.91,,2.7,,,,3.51,1.69,,0.83
300159.SZ,,,,,,,,,,,,,,,,,,,1.64,,,,,,,
300158.SZ,,,,0.68,2.36,0.33,0.98,1.3,1.6,1.26,,1.55,2.13,1.19,0.59,,0.59,,,0.29,,,0.87,1.15,,0.28
300157.SZ,1.76,,,0.43,,,0.43,,,,,0.43,0.43,,,0.43,,,,,,,,,,
300156.SZ,1.41,,,,,,,,,,,,,,,0.45,0.45,,,,0.44,,2.65,1.72,2.97,1.23
300155.SZ,0.83,,,,0.42,,,,0.41,,,,,,,0.82,,,,,,,,,,
300154.SZ,,,,,,,,,,,,,,,,,0.5,,,,,,,,,
300153.SZ,0.9,,,,0.89,,1.77,,2.61,,,1.71,,,,,,,,,,,,,,
300152.SZ,1.17,,,0.74,2.21,,,1.09,1.08,,,,,,,,,,0.72,,,,,0.36,,
300151.SZ,,,,,,,,,0.66,,0.67,,,,,,,,,,,,,,,
300150.SZ,0.52,,,,,,,,,,0.52,,,,,,,,,,,,,,2.05,
300149.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,
300148.SZ,,,,,0.72,,,,,,,,,,,,,,,,,,,,,
300147.SZ,,,,,,,,0.61,,1.2,,,1.2,2.37,1.73,,0.57,,,,,,,0.56,,
300146.SZ,0.13,,,0.13,,,,0.39,,,0.26,0.13,0.26,0.26,0.13,,0.13,,0.13,0.77,,,,,0.13,0.51
300145.SZ,,,,,,,,,1.02,,,,,,,,,,,,,,,,,1.01
300144.SZ,0.34,,,1.17,0.17,0.16,0.16,,0.33,,0.16,0.49,0.65,1.78,0.79,0.31,0.16,,0.16,0.63,,,,0.15,0.15,0.46
300143.SZ,,,,,,,,,,,,,,,,,,,1.49,1.47,,,,,,
300142.SZ,,,,,,0.38,,,,,0.38,,,,0.38,0.37,0.75,,0.37,0.74,,,0.37,,,0.37
300141.SZ,,,,,,,0.79,,,,,,,,0.79,,,,,,,,,,,
300140.SZ,,,,1.33,,,,,,,,,,,,,,,,,,,,,,
300139.SZ,,,,0.49,,,,,,,,,,,,0.49,,,,,,,,0.49,,
300138.SZ,,,,,,6.41,4.82,2.3,5.62,2.13,,1.04,,2.15,2.11,,1.03,,,1.02,,,,,,
300137.SZ,,,,,,,0.45,,,,,0.45,,0.45,,0.45,,,,,,,,,,
300136.SZ,0.39,,,1.55,0.76,,0.38,,,,1.52,0.37,0.75,1.11,0.73,0.73,1.08,,0.71,2.76,0.35,,,,0.35,
300135.SZ,,,,,,,,,,,0.72,,,,,,,,,,,,,5.71,0.68,1.34
300134.SZ,0.58,,,,0.56,,,0.28,0.28,0.28,0.84,0.28,0.28,,0.28,,,,,,,,,,,
300133.SZ,0.29,,,,0.29,0.57,0.28,,0.28,,,,,,,,,,0.28,0.84,,,0.28,,0.56,0.55
300132.SZ,,,,1.67,,,,,,1.64,,,,,,,,,,,,,1.61,1.59,,
300131.SZ,,,,,0.51,1,0.99,,,,,0.49,,,,,,,,,,,0.96,,,
300130.SZ,,,,0.8,,,0.79,,,,,,,,,,,,3.15,,,,,1.53,,
300129.SZ,,,,,3.05,,0.6,0.59,2.35,0.57,,,,,0.57,,,,,,,,,0.57,,
300128.SZ,,,,,,,,,0.65,0.65,,1.94,,1.27,1.25,1.23,0.61,,0.61,1.81,,,,2.34,0.57,
300127.SZ,,,,,0.98,,,,,,,,,,,,,,,,,,,,0.97,
300126.SZ,,,,1.16,2.3,1.12,,14.44,,,0.97,,,0.96,2.86,0.93,0.93,,,,,,,,,0.93
300125.SZ,,,,,,,,,,,1.59,,,,,,,,,,,,,,1.56,
300124.SZ,0.56,,,0.19,0.37,0.55,0.92,0.18,0.55,0.18,0.54,,0.18,0.18,0.36,,,,,0.36,,,,,0.18,
300123.SZ,0.79,,,,,,,,,,,,,,,,,,,,,,,,,6.36
300122.SZ,3.26,,,,,1.05,2.08,,,,,1.02,,,,1.01,,,,,,,,,1,
300121.SZ,,,,,,2.01,,,,,,,,,,,,,0.66,,,,0.66,,,0.65
300120.SZ,,,,,,,,,,,,,,,,,2.94,,1.41,,,,1.41,4.17,4,2.56
300119.SZ,,,,,,,,,0.74,,,,,0.73,,,,,0.72,,,,,,,0.71
300118.SZ,,,,,,,0.35,,0.35,1.05,,,0.69,,0.34,0.34,,,,0.68,,,,0.34,0.34,
300117.SZ,1.05,,,,1.01,,,,1,,,,,,,,2.97,,0.96,,,,0.96,,,
300116.SZ,2.99,,,,,,0.74,,,,,,,,,,,,,,,,,,,
300115.SZ,0.79,,,0.26,,,0.26,,,5.45,0.74,,,0.49,0.24,,,,0.24,,,,,,,
300114.SZ,,,,,,,1.23,,,,,,,,,,,,,4.65,,,,,,
300113.SZ,0.37,,,0.37,1.11,1.09,1.44,,,0.36,0.7,,0.35,0.35,0.35,,0.35,,,,,,,0.34,0.34,0.34
300112.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,
300111.SZ,,,,,,,,,,,,0.29,,0.29,,,,,0.29,,,,,,,
300110.SZ,,,,2.04,2,0.65,,,,,,,,0.7,,,,,,,,,,,,
300109.SZ,,,,,,,0.38,0.38,,0.38,,,,,,0.76,,,,,,,,,,
300108.SZ,,,,1.54,,1.52,,,,,,,,,1.49,,,,,,,,,,5.88,
300107.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,
300106.SZ,,,,,2.78,,,,,,,,,,,,,,,,,,,,,
300105.SZ,,,,,,,,,,,,,,,,,,,0.6,,,,,,,
300104.SZ,0.26,,,0.35,0.12,0.12,0.26,0.09,0.09,0.52,0.6,0.2,0.14,0.17,,0.03,0.03,,,0.58,0.03,,0.2,0.37,0.28,0.28
300103.SZ,,,,,,3.1,,,0.75,1.5,0.74,2.21,,,3.6,,,,,0.69,,,,,,
300102.SZ,,,,,,,,,0.66,1.97,,,,,,,1.29,,0.63,,,,,,,
300101.SZ,0.45,,,0.44,,,,,0.44,,,,,,,,,,0.87,0.86,,,,,,
300100.SZ,,,,,,,0.85,,,,,,,,,,,,,,,,,,,
300099.SZ,1.15,,,1.12,1.11,2.2,,,,1.08,1.05,,,,2.08,,,,2.04,1.01,,,1.98,3.88,2.8,1.8
300098.SZ,0.44,,,0.88,,,0.43,,,,,0.43,,,,,,,0.43,,,,,,0.43,
300097.SZ,0.99,,,0.48,,,0.48,0.47,0.47,0.47,,,,,,0.47,,,,,,,,,,
300096.SZ,,,,,,,,,,,,,,,,,,,0.61,0.61,,,,,,0.61
300095.SZ,,,,,,,,3.85,,,,,,1.23,1.22,1.2,2.38,,,,,,,2.25,,
300094.SZ,,,,,,,1.41,1.39,1.37,1.35,,1.33,,,3.95,1.27,,,1.25,,,,,,,
300093.SZ,0.98,,,0.49,,,0.49,,,0.48,,,,,,,,,0.95,0.88,,,,,,0.47
300092.SZ,,,,,,,3.17,1.54,1.52,1.49,,1.47,,,,2.9,,,,,,,2.82,2.78,2.7,
300091.SZ,4.26,,,,,,,,,,,,,,,,,,,,2.04,,,,,
300090.SZ,0.16,,,,0.33,0.16,0.33,0.33,,,,,,,,,,,0.32,,,,0.16,0.8,0.79,0.47
300089.SZ,,,,,,,,,,,,,,,,,,,,,,,,,,
300088.SZ,0.24,,,0.23,,,,,,,,,,,0.23,,,,,,,,,,,
300087.SZ,,,,,,,0.96,,2.86,,,,,,,0.93,0.92,,,,,,,,,
300086.SZ,0.33,,,,0.97,,,0.96,0.32,0.95,0.31,0.31,0.31,,0.93,,,,,,,,,0.61,,0.3
300085.SZ,0.53,,,,1.59,,3.11,,,,2.51,0.99,2.44,,,0.95,0.47,,,,,,,1.42,0.93,
300084.SZ,,,,,,,,,,,,,,,0.57,0.57,0.57,,,,,,,,,0.56
300083.SZ,,,,,,,,0.52,,0.52,,0.52,,,0.52,,,,,,,,0.51,,0.51,
300082.SZ,,,,,0.81,1.2,1.19,0.39,,0.78,,,,,,0.39,,,0.38,,,,,,,
300081.SZ,2.4,,,,,,,0.75,,,0.75,0.74,,,,1.47,0.72,,,,,,,,,0.72
300080.SZ,,,,,,,,,,,,,,,,,1.2,,1.18,,,,,0.58,,
300079.SZ,,,,0.4,,,,,,0.1,,,0.1,,,,,,,0.1,,,,,,0.1
300078.SZ,,,,,,,,,,,,,,,,,,,,,,,,0.76,0.75,2.24
300077.SZ,,,,0.24,,,,4.02,2.05,0.67,0.67,1.11,0.22,1.53,0.43,0.21,,,,,,,,,0.43,0.21
