603999.SH,87.0624,86.9472,83.52,89.9136,94.6656,128.016,130.9536,109.6128,118.5696,114.1056,109.8144,106.5024,99.9648,92.3616,94.9536,89.3376,84.4416,87.5808,84.3264,79.92,79.2864,79.1712,81.5328,81.3312,84.24,84.1248,84.1248,83.808,80.5248
603998.SH,68.88813648,70.62117136,67.02512398,69.23474346,70.57784549,72.2675545,72.8741167,72.09425101,72.91744258,70.83780072,72.8317303,77.68140557,75.55967264,85.30232384,80.01964186,78.07111162,76.29578406,76.0792807,78.46081766,71.31620678,74.34725382,74.08744979,73.95754778,76.29578406,77.55150355,77.37830086,75.55967264,74.3905545,73.6111424
603997.SH,81.438,83.748,80.514,78.708,78.12,79.968,79.506,79.506,89.418,90.132,87.57,88.536,84.672,87.486,82.362,81.06,82.152,82.404,76.44,74.214,77.07,75.81,80.892,84.798,90.804,90.678,93.492,100.506,102.018
603996.SH,79.329645,77.79888,72.726345,72.33615,68.79438,70.205085,72.366165,71.645805,79.509735,77.07852,76.328145,79.989975,71.97597,71.045505,67.083525,65.882925,59.78988,62.61129,61.2306,58.919445,59.12955,59.30964,62.641305,61.11054,62.581275,63.181575,63.51174,63.09153,66.21309
603993.SH, ,577.098635,550.9156527,552.3144047,534.4303162,538.0665827,558.0315173,554.0352654,552.09301,628.9484346,604.4592622,620.3118115,589.6742497,596.5761729,574.4940851,562.6745829,548.3789321,555.5807238,576.9927808,579.5394338,613.5868094,604.8125088,625.1602866,700.4361273,781.6965703,736.9715338,725.83484,727.3378439,682.9270427
603991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7815215,22.196523,35.746986
603990.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,12.28,19.784,31.856,44.048,42.424,39.704,37.784,41.272,40.832,39.688,39.264,41.72,41.024,44.456,43.944,47.552
603989.SH,104.28,101.01,97.98,103.26,104.76,108.3,109.35,105.87,110.37,116.16,113.31,116.73,109.5,107.04,104.49,105.21,110.43,107.91,104.1,100.47,100.68,100.74,98.22,97.17,106.92,104.61,107.88,109.23,113.49
603988.SH,59.52,52.296,49.752,50.32,46.152,52.752,53,50.944,51.376,53.592,60.8,61.376,56.896,58.32,55.064,55.984,54.36,60.592,65.032,56,56.248,55.752,56.272,56.856,58.288,57.032,57.392,59.352,57.824
603987.SH,0,0,0,0,0,0,0,0,0,0,0,42.142116,67.839554,90.571903,77.491865,69.164381,67.902641,62.918768,57.808721,57.367112,57.40917,56.904474,59.617215,61.110274,64.76932,62.645391,70.23686,67.524119,70.299947
